candidate_id,headword,level_number,topic_id,level_focus,selection_rank,selection_score,status,cefr_levels,ecdict_tags,ecdict_bnc_rank,ecdict_frq_rank,source_coverage,human_review,review_reason
l003_agree,agree,3,daily_life_people_and_family,relationships behavior and family life,29,1030,approved,A1,zk gk,401,514,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_similar,similar,3,daily_life_people_and_family,relationships behavior and family life,30,1026,approved,A1,zk gk ielts,543,720,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_polite,polite,3,daily_life_people_and_family,relationships behavior and family life,31,1025,approved,A2,zk gk,4976,5492,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_attitude,attitude,3,daily_life_people_and_family,relationships behavior and family life,32,1025,approved,B1,gk cet4 ky,920,1155,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_responsible,responsible,3,daily_life_people_and_family,relationships behavior and family life,33,1024,approved,B1,cet4 cet6 ky toefl,1054,1365,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_tradition,tradition,3,daily_life_people_and_family,relationships behavior and family life,34,1024,approved,A2,gk cet4 cet6 ky,1417,1243,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_together,together,3,daily_life_people_and_family,relationships behavior and family life,35,1024,approved,A1,zk gk,288,324,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_common,common,3,daily_life_people_and_family,relationships behavior and family life,36,1023,approved,A1,zk gk cet4 cet6 ky ielts,554,710,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_influence,influence,3,daily_life_people_and_family,relationships behavior and family life,37,1014,approved,B1,zk gk cet4 cet6 ky ielts,1061,1392,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_protect,protect,3,daily_life_people_and_family,relationships behavior and family life,38,1013,approved,A2,zk gk cet4 cet6 ky,1151,749,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_close,close,3,daily_life_people_and_family,relationships behavior and family life,39,1012,approved,A1|A2|B1|B2,zk gk toefl,647,649,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l003_alone,alone,3,daily_life_people_and_family,relationships behavior and family life,40,1008,approved,A2,zk gk cet4 ky toefl ielts,1297,1097,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_generation,generation,3,daily_life_people_and_family,relationships behavior and family life,41,1003,approved,B1,gk cet4 cet6 ky gre,1344,1026,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_disagree,disagree,3,daily_life_people_and_family,relationships behavior and family life,42,978,approved,A2,gk cet4 cet6,4677,2679,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_encourage,encourage,3,daily_life_people_and_family,relationships behavior and family life,43,965,approved,B1,zk gk cet4 cet6 ky toefl,881,1184,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l003_behavior,behavior,3,daily_life_people_and_family,relationships behavior and family life,44,961,approved,,cet4 cet6 ky toefl ielts,28403,658,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l003_communicate,communicate,3,daily_life_people_and_family,relationships behavior and family life,45,960,approved,A2,zk gk cet4 cet6 ky toefl gre,3006,2672,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_house,house,4,daily_life_home_and_objects,rooms furniture and parts of a home,1,1152,approved,A1|B2,zk gk toefl ielts,148,257,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_building,building,4,daily_life_home_and_objects,rooms furniture and parts of a home,2,1146,approved,A1,zk gk ielts,420,501,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_room,room,4,daily_life_home_and_objects,rooms furniture and parts of a home,3,1143,approved,A1,zk gk ielts,240,227,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_home,home,4,daily_life_home_and_objects,rooms furniture and parts of a home,4,1123,approved,A1|A2,zk gk,222,224,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_wall,wall,4,daily_life_home_and_objects,rooms furniture and parts of a home,5,1122,approved,A1,zk gk ielts,577,571,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_bedroom,bedroom,4,daily_life_home_and_objects,rooms furniture and parts of a home,6,1114,approved,A1,zk gk ielts,1570,1869,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_apartment,apartment,4,daily_life_home_and_objects,rooms furniture and parts of a home,7,1113,approved,A1,gk cet4 ky ielts,3711,1273,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_bathroom,bathroom,4,daily_life_home_and_objects,rooms furniture and parts of a home,8,1111,approved,A1,zk gk cet4 ky ielts,2821,2404,ECDICT|OXFORD_REPO,F,
l004_kitchen,kitchen,4,daily_life_home_and_objects,rooms furniture and parts of a home,9,1111,approved,A1,zk gk toefl ielts,1124,1051,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_window,window,4,daily_life_home_and_objects,rooms furniture and parts of a home,10,1107,approved,A1,zk gk ielts,517,607,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_floor,floor,4,daily_life_home_and_objects,rooms furniture and parts of a home,11,1102,approved,A1,zk gk,791,639,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_door,door,4,daily_life_home_and_objects,rooms furniture and parts of a home,12,1093,approved,A1,zk gk,300,343,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_garden,garden,4,daily_life_home_and_objects,rooms furniture and parts of a home,13,1091,approved,A1,zk gk ielts,700,1043,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_table,table,4,daily_life_home_and_objects,rooms furniture and parts of a home,14,1080,approved,A1,zk gk ielts gre,410,539,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_chair,chair,4,daily_life_home_and_objects,rooms furniture and parts of a home,15,1067,approved,A1|B2,zk gk ielts,1029,946,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_hall,hall,4,daily_life_home_and_objects,rooms furniture and parts of a home,16,1066,approved,A2,zk gk cet4 cet6 ky toefl ielts,800,1839,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_roof,roof,4,daily_life_home_and_objects,rooms furniture and parts of a home,17,1060,approved,A2,gk cet4 cet6 ky toefl,1879,2135,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_bed,bed,4,daily_life_home_and_objects,rooms furniture and parts of a home,18,1054,approved,A1,zk gk,563,683,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_yard,yard,4,daily_life_home_and_objects,rooms furniture and parts of a home,19,1053,approved,B1,zk gk cet4 cet6 ky ielts,1370,1035,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_furniture,furniture,4,daily_life_home_and_objects,rooms furniture and parts of a home,20,1050,approved,A2,zk gk cet4 cet6 ky toefl ielts,2428,2669,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_ceiling,ceiling,4,daily_life_home_and_objects,rooms furniture and parts of a home,21,1045,approved,B1,zk gk cet4 cet6 ky toefl,2874,2641,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_desk,desk,4,daily_life_home_and_objects,rooms furniture and parts of a home,22,1045,approved,A1,zk gk ielts,1862,1659,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_light,light,4,daily_life_home_and_objects,rooms furniture and parts of a home,23,1038,approved,A1|A2,zk gk ielts,529,464,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_entrance,entrance,4,daily_life_home_and_objects,rooms furniture and parts of a home,24,1032,approved,B1,gk cet4 cet6 ky toefl ielts gre,2465,2877,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_garage,garage,4,daily_life_home_and_objects,rooms furniture and parts of a home,25,1024,approved,B1,gk cet4 cet6 ky ielts,3113,3208,ECDICT|OXFORD_REPO,F,
l004_shelf,shelf,4,daily_life_home_and_objects,rooms furniture and parts of a home,26,1011,approved,B1,zk gk cet4 cet6 ky toefl ielts,2930,2947,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_key,key,4,daily_life_home_and_objects,rooms furniture and parts of a home,27,1003,approved,A1|B1,zk gk ielts,1267,1093,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_mirror,mirror,4,daily_life_home_and_objects,rooms furniture and parts of a home,28,994,approved,A2,zk gk cet4 cet6 ky,2086,1853,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_carpet,carpet,4,daily_life_home_and_objects,rooms furniture and parts of a home,29,992,approved,A2,gk cet4 cet6 ky ielts,2484,4112,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_lamp,lamp,4,daily_life_home_and_objects,rooms furniture and parts of a home,30,988,approved,A2,zk gk cet4 cet6 ky toefl ielts,3340,3936,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_lock,lock,4,daily_life_home_and_objects,rooms furniture and parts of a home,31,987,approved,A2,zk gk cet4 ky ielts,2332,2221,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_stairs,stairs,4,daily_life_home_and_objects,rooms furniture and parts of a home,32,972,approved,,zk ielts,2222,13908,ECDICT,T,Check sense/POS/level placement or missing cross-source evidence.
l004_shower,shower,4,daily_life_home_and_objects,rooms furniture and parts of a home,33,971,approved,A1,zk gk cet4 cet6 ky toefl ielts,3712,3204,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_cabinet,cabinet,4,daily_life_home_and_objects,rooms furniture and parts of a home,34,969,approved,C1,cet4 cet6 ky toefl ielts gre,1378,2693,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_curtain,curtain,4,daily_life_home_and_objects,rooms furniture and parts of a home,35,957,approved,B1,gk cet4 cet6 ky toefl,2492,3622,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_balcony,balcony,4,daily_life_home_and_objects,rooms furniture and parts of a home,36,956,approved,,gk cet4 cet6 ky toefl ielts,5402,5799,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_toilet,toilet,4,daily_life_home_and_objects,rooms furniture and parts of a home,37,948,approved,A1,zk gk cet4 cet6 ky,3550,3983,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l004_closet,closet,4,daily_life_home_and_objects,rooms furniture and parts of a home,38,947,approved,,cet6 ky ielts gre,11999,3473,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_drawer,drawer,4,daily_life_home_and_objects,rooms furniture and parts of a home,39,944,approved,,zk gk cet4 cet6 ky toefl ielts,4175,4212,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_couch,couch,4,daily_life_home_and_objects,rooms furniture and parts of a home,40,932,approved,,cet6 ky ielts,8083,3375,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_wardrobe,wardrobe,4,daily_life_home_and_objects,rooms furniture and parts of a home,41,917,approved,,cet6 ky ielts gre,5424,7918,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_sofa,sofa,4,daily_life_home_and_objects,rooms furniture and parts of a home,42,915,approved,,zk gk cet6 ky,5140,4782,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_blanket,blanket,4,daily_life_home_and_objects,rooms furniture and parts of a home,43,908,approved,B2,gk cet4 ky toefl ielts,3938,3306,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_pillow,pillow,4,daily_life_home_and_objects,rooms furniture and parts of a home,44,896,approved,,gk cet4 cet6 ky toefl ielts,5447,4017,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l004_mattress,mattress,4,daily_life_home_and_objects,rooms furniture and parts of a home,45,867,approved,,gre,7193,6001,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_cup,cup,5,daily_life_home_and_objects,household objects chores and daily home routines,1,1140,approved,A1,zk gk ielts,749,780,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_glass,glass,5,daily_life_home_and_objects,household objects chores and daily home routines,2,1134,approved,A1,zk gk ielts,844,820,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_object,object,5,daily_life_home_and_objects,household objects chores and daily home routines,3,1132,approved,A1|B2,zk gk cet4 cet6 ky ielts,1028,1153,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_thing,thing,5,daily_life_home_and_objects,household objects chores and daily home routines,4,1132,approved,A1,zk gk,106,97,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_box,box,5,daily_life_home_and_objects,household objects chores and daily home routines,5,1126,approved,A1,zk gk,874,795,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_bag,bag,5,daily_life_home_and_objects,household objects chores and daily home routines,6,1103,approved,A1,zk gk,1292,1008,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_bottle,bottle,5,daily_life_home_and_objects,household objects chores and daily home routines,7,1100,approved,A1,zk gk,1584,1740,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_knife,knife,5,daily_life_home_and_objects,household objects chores and daily home routines,8,1083,approved,A2,zk gk ielts,2471,2240,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_television,television,5,daily_life_home_and_objects,household objects chores and daily home routines,9,1083,approved,A1,zk gk ielts,978,794,ECDICT|OXFORD_REPO,F,
l005_dish,dish,5,daily_life_home_and_objects,household objects chores and daily home routines,10,1082,approved,A1,zk gk,2709,1935,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_computer,computer,5,daily_life_home_and_objects,household objects chores and daily home routines,11,1080,approved,A1,zk gk ielts,580,589,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_plate,plate,5,daily_life_home_and_objects,household objects chores and daily home routines,12,1078,approved,A2,zk gk toefl,1494,1525,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_phone,phone,5,daily_life_home_and_objects,household objects chores and daily home routines,13,1076,approved,A1,zk cet4 ky ielts,1346,557,ECDICT|OXFORD_REPO,F,
l005_bowl,bowl,5,daily_life_home_and_objects,household objects chores and daily home routines,14,1075,approved,A2,zk gk cet4 ky toefl,2707,1829,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_clock,clock,5,daily_life_home_and_objects,household objects chores and daily home routines,15,1066,approved,A1,zk gk cet4 ky ielts,2543,2635,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_towel,towel,5,daily_life_home_and_objects,household objects chores and daily home routines,16,1048,approved,A2,zk gk cet4 cet6 ky toefl ielts,4814,3682,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_spoon,spoon,5,daily_life_home_and_objects,household objects chores and daily home routines,17,1046,approved,A2,zk gk cet4 cet6 ky toefl,6114,4339,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_carry,carry,5,daily_life_home_and_objects,household objects chores and daily home routines,18,1044,approved,A1,zk gk ielts,283,487,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_fork,fork,5,daily_life_home_and_objects,household objects chores and daily home routines,19,1043,approved,A2,zk gk cet4 cet6 ky,5592,3758,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_pot,pot,5,daily_life_home_and_objects,household objects chores and daily home routines,20,1042,approved,B1,gk cet4 cet6 ky toefl,2782,2235,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_put,put,5,daily_life_home_and_objects,household objects chores and daily home routines,21,1041,approved,A1,zk gk ielts,116,151,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_keep,keep,5,daily_life_home_and_objects,household objects chores and daily home routines,22,1038,approved,A1,zk gk ielts,171,156,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_clean,clean,5,daily_life_home_and_objects,household objects chores and daily home routines,23,1036,approved,A1,zk gk toefl ielts,1780,1514,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_pan,pan,5,daily_life_home_and_objects,household objects chores and daily home routines,24,1035,approved,B1,gk cet4 cet6 ky gre,4319,2479,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_open,open,5,daily_life_home_and_objects,household objects chores and daily home routines,25,1030,approved,A1,zk gk,403,355,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_soap,soap,5,daily_life_home_and_objects,household objects chores and daily home routines,26,1025,approved,A2,zk gk cet4 cet6 ky toefl,4288,4344,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_brush,brush,5,daily_life_home_and_objects,household objects chores and daily home routines,27,1025,approved,A2,zk gk,3418,3223,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_fridge,fridge,5,daily_life_home_and_objects,household objects chores and daily home routines,28,1018,approved,A2,zk cet4 cet6 ky ielts,5453,9318,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_use,use,5,daily_life_home_and_objects,household objects chores and daily home routines,29,1012,approved,A1|A2,zk gk,87,92,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_need,need,5,daily_life_home_and_objects,household objects chores and daily home routines,30,1012,approved,A1|A2|B1,zk gk,132,132,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_water,water,5,daily_life_home_and_objects,household objects chores and daily home routines,31,1011,approved,A1|B1,zk gk ielts,236,226,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_wash,wash,5,daily_life_home_and_objects,household objects chores and daily home routines,32,1010,approved,A1|A2,zk gk,1853,2143,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_cook,cook,5,daily_life_home_and_objects,household objects chores and daily home routines,33,1010,approved,A1|A2,zk gk,2338,1419,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_oven,oven,5,daily_life_home_and_objects,household objects chores and daily home routines,34,1005,approved,A2,cet4 cet6 ky toefl,4188,2920,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_move,move,5,daily_life_home_and_objects,household objects chores and daily home routines,35,1003,approved,A1|B1,zk gk,220,207,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_own,own,5,daily_life_home_and_objects,household objects chores and daily home routines,36,997,approved,A1|A2,zk gk,118,148,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_repair,repair,5,daily_life_home_and_objects,household objects chores and daily home routines,37,980,approved,A2|B1,zk gk cet4 cet6 ky toefl ielts,2940,3874,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_electricity,electricity,5,daily_life_home_and_objects,household objects chores and daily home routines,38,978,approved,A2,gk cet4 cet6 ky ielts,2296,2719,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_fix,fix,5,daily_life_home_and_objects,household objects chores and daily home routines,39,973,approved,A2|B2,zk gk cet4 cet6 ky,1954,1850,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_basket,basket,5,daily_life_home_and_objects,household objects chores and daily home routines,40,966,approved,B2,zk gk,3828,3255,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_comfortable,comfortable,5,daily_life_home_and_objects,household objects chores and daily home routines,41,960,approved,A2,zk gk cet4 cet6 ky ielts,2195,1701,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_safe,safe,5,daily_life_home_and_objects,household objects chores and daily home routines,42,960,approved,A2,zk gk cet4 cet6 ky ielts gre,1244,1058,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
l005_rent,rent,5,daily_life_home_and_objects,household objects chores and daily home routines,43,959,approved,B1,gk cet4 cet6 ky toefl ielts gre,2386,3433,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_refrigerator,refrigerator,5,daily_life_home_and_objects,household objects chores and daily home routines,44,948,approved,,gk cet4 cet6 toefl,9857,4133,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_stove,stove,5,daily_life_home_and_objects,household objects chores and daily home routines,45,936,approved,,gk cet4 cet6 ky toefl,6609,4388,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_vacuum,vacuum,5,daily_life_home_and_objects,household objects chores and daily home routines,46,913,reserve,C1,cet4 cet6 ky toefl ielts,5526,4930,ECDICT|OXFORD_REPO|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_microwave,microwave,5,daily_life_home_and_objects,household objects chores and daily home routines,47,912,reserve,,gk cet6 toefl,7268,5846,ECDICT,T,Check sense/POS/level placement or missing cross-source evidence.
l005_garbage,garbage,5,daily_life_home_and_objects,household objects chores and daily home routines,48,893,reserve,,gk cet4 cet6 ky toefl ielts,12130,3934,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_laundry,laundry,5,daily_life_home_and_objects,household objects chores and daily home routines,49,860,reserve,,gk cet4 cet6 ky toefl ielts,7707,4940,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_chore,chore,5,daily_life_home_and_objects,household objects chores and daily home routines,50,857,reserve,,toefl ielts gre,9514,6028,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
l005_trash,trash,5,daily_life_home_and_objects,household objects chores and daily home routines,51,846,reserve,,ky toefl,16241,4408,ECDICT|WEBSTER_1913,T,Check sense/POS/level placement or missing cross-source evidence.
