evidence_id,sense_id,headword,quoted_text,matched_span,source_title,source_url_or_locator,usage_analysis,paper_types,license,copyright_status,human_review,review_reason
oxford_family_n_1,family_n_1,family,I introduced Neil to the other members of my family.,family,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_parent_n_1,parent_n_1,parent,He's still living with his parents.,parent,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_mother_n_1,mother_n_1,mother,I want to buy a present for my mother and father.,mother,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_child_n_1,child_n_1,child,a child of 3/a 3-year-old child,child,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_father_n_1,father_n_1,father,My father died in 2017.,father,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_son_n_1,son_n_1,son,their four-year-old son,son,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_daughter_n_1,daughter_n_1,daughter,We have two sons and a daughter.,daughter,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_baby_n_1,baby_n_1,baby,The baby's crying!,baby,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_brother_n_1,brother_n_1,brother,We're brothers.,brother,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_dad_n_1,dad_n_1,dad,That's my dad over there.,dad,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_husband_n_1,husband_n_1,husband,"This is my husband, Steve.",husband,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_wife_n_1,wife_n_1,wife,I met my wife at university.,wife,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_sister_n_1,sister_n_1,sister,She's my sister.,sister,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_couple_n_1,couple_n_1,couple,I saw a couple of men get out.,couple,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_married_adj_1,married_adj_1,married,a married man/woman,married,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_adult_n_1,adult_n_1,adult,Children must be accompanied by an adult.,adult,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_person_n_1,person_n_1,person,What sort of person would do a thing like that?,person,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_aunt_n_1,aunt_n_1,aunt,Aunt Alice,aunt,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_boy_n_1,boy_n_1,boy,a little/small/young boy,boy,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_girl_n_1,girl_n_1,girl,a little girl of six,girl,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_marriage_n_1,marriage_n_1,marriage,a happy/an unhappy marriage,marriage,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_uncle_n_1,uncle_n_1,uncle,Uncle Ian,uncle,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_cousin_n_1,cousin_n_1,cousin,She's my cousin.,cousin,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_man_n_1,man_n_1,man,a good-looking young man,man,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_woman_n_1,woman_n_1,woman,a 54-year-old woman,woman,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_age_n_1,age_n_1,age,You're the same age as my brother.,age,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_relative_n_1,relative_n_1,relative,a close/distant relative,relative,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_grandmother_n_1,grandmother_n_1,grandmother,I always loved going to visit my grandmother.,grandmother,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_people_n_1,people_n_1,people,At least ten people were killed in the crash.,people,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_grandfather_n_1,grandfather_n_1,grandfather,The firm had been founded by his grandfather.,grandfather,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_friend_n_1,friend_n_1,friend,This is my friend Tom.,friend,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_kid_n_1,kid_n_1,kid,Do you have any kids?,kid,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_name_n_1,name_n_1,name,What's your name?,name,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_young_adj_1,young_adj_1,young,Young babies need to be wrapped up warmly.,young,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_grandparent_n_1,grandparent_n_1,grandparent,The children are staying with their grandparents.,grandparent,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_old_adj_1,old_adj_1,old,"be… years, months, etc. old, The baby was only a few hours old.",old,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_partner_n_1,partner_n_1,partner,a dance/tennis partner,partner,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_teenager_n_1,teenager_n_1,teenager,a magazine aimed at teenagers,teenager,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_twin_n_1,twin_n_1,twin,She's expecting twins.,twin,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_short_adj_1,short_adj_1,short,He had short curly hair.,short,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_grow_v_1,grow_v_1,grow,The sector is growing at a phenomenal rate.,grow,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_birth_n_1,birth_n_1,birth,"at birth, The baby weighed three kilos at birth.",birth,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_heavy_adj_1,heavy_adj_1,heavy,a heavy weight/load,heavy,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_strong_adj_1,strong_adj_1,strong,He's strong enough to lift a car!,strong,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_height_n_1,height_n_1,height,Height: 210 mm. Width: 57 mm. Length: 170 mm.,height,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_face_n_1,face_n_1,face,a pretty/pale/round face,face,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_beautiful_adj_1,beautiful_adj_1,beautiful,a beautiful woman/girl,beautiful,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_youth_n_1,youth_n_1,youth,"in somebody's youth, He had been a talented musician in his youth.",youth,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_eye_n_1,eye_n_1,eye,The suspect has dark hair and green eyes.,eye,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_tall_adj_1,tall_adj_1,tall,She's tall and thin.,tall,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_born_v_1,born_v_1,born,I was born in 1976.,born,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_hair_n_1,hair_n_1,hair,She has long dark hair.,hair,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_pretty_adj_1,pretty_adj_1,pretty,a pretty face,pretty,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_thin_adj_1,thin_adj_1,thin,Cut the vegetables into thin strips.,thin,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_healthy_adj_1,healthy_adj_1,healthy,a healthy child/baby/adult,healthy,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_weak_adj_1,weak_adj_1,weak,She is still weak after her illness.,weak,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_hand_n_1,hand_n_1,hand,Ian placed a hand on her shoulder.,hand,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_foot_n_1,foot_n_1,foot,My feet are aching.,,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_head_n_1,head_n_1,head,She nodded her head in agreement.,head,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_body_n_1,body_n_1,body,The human body is a complex structure.,body,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_arm_n_1,arm_n_1,arm,He escaped with only a broken arm.,arm,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_nose_n_1,nose_n_1,nose,She had dark eyes and a long narrow nose.,nose,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_mouth_n_1,mouth_n_1,mouth,She opened her mouth to say something.,mouth,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_childhood_n_1,childhood_n_1,childhood,"childhood, adolescence, and adulthood",childhood,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_skin_n_1,skin_n_1,skin,to have dark/pale skin,skin,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_ear_n_1,ear_n_1,ear,the left/right ear,ear,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_leg_n_1,leg_n_1,leg,"Sit on the floor, stretching your legs out in front of you.",leg,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
oxford_tooth_n_1,tooth_n_1,tooth,I've just had a tooth out at the dentist's.,tooth,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Repository example for the selected Oxford entry; verify exact sense and wording.,,not_declared,private_study_only,T,"Verify quotation, sense, and reuse rights."
